protein_position,competition_label,canonical_gene_symbol,resolution,resolution_note,uniprot_accession,uniprot_entry_name,sgd_id,systematic_name,protein_name,sequence_length,sequence_sha256,string_id,biogrid_id,reactome_ids,kegg_ids,go_ids,uniprot_pathway
51,ADH1,ADH1,primary_exact,,P00330,ADH1_YEAST,S000005446,YOL086C,Alcohol dehydrogenase 1 (EC 1.1.1.1) (EC 1.1.1.54) (EC 1.1.1.78) (Alcohol dehydrogenase I) (ADHI) (NADH-dependent methylglyoxal reductase) (YADH-1),348,2644c373b9ad8c5913d3b5634609558e740ee363416dadcd0c9ef5cfe67493f5,4932.YOL086C,34317,,sce:YOL086C,GO:0000947; GO:0004022; GO:0004552; GO:0005737; GO:0005886; GO:0008270; GO:0019170; GO:0019655; GO:0042802; GO:0047655; GO:0120542; GO:1904408; GO:1990362,
52,ADH2,ADH2,primary_exact,,P00331,ADH2_YEAST,S000004918,YMR303C,Alcohol dehydrogenase 2 (EC 1.1.1.1) (Alcohol dehydrogenase II) (ADHII) (YADH-2),348,78e9790ca2f2e01feef040303d06eefd4b2a228c589e5dff53a5387745b43250,4932.YMR303C,35483,,sce:YMR303C,GO:0000947; GO:0004022; GO:0005737; GO:0006067; GO:0008270; GO:0120542; GO:1990362,
53,ADH3,ADH3,primary_exact,,P07246,ADH3_YEAST,S000004688,YMR083W,"Alcohol dehydrogenase 3, mitochondrial (EC 1.1.1.1) (Alcohol dehydrogenase III) (ADHIII) (YADH-3)",375,b066cf7b5a3ff42f9816651575751d792026e3a9b507951940fcf1d0975a4066,4932.YMR083W,35258,,sce:YMR083W,GO:0000947; GO:0004022; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0008270; GO:0120542; GO:1990362,
54,ADH4,ADH4,primary_exact,,P10127,ADH4_YEAST,S000003225,YGL256W,Alcohol dehydrogenase 4 (EC 1.1.1.1) (Alcohol dehydrogenase IV) (ADHIV),382,fa510402ee570db0f74fc25bd54cc12a14dc7ea2253d25f9532d26676ff1168f,4932.YGL256W,33023,,sce:YGL256W,GO:0000947; GO:0004022; GO:0005739; GO:0006066; GO:0046872; GO:0120542,
55,ADH5,ADH5,primary_exact,,P38113,ADH5_YEAST,S000000349,YBR145W,Alcohol dehydrogenase 5 (EC 1.1.1.1) (Alcohol dehydrogenase V),351,313979ac099ff2b72465af6557e85ea6eb07b047f838812961ff4bd33f390683,4932.YBR145W,32844,,sce:YBR145W,GO:0000947; GO:0004022; GO:0005634; GO:0005737; GO:0008270; GO:0019655,
56,ADH6,ADH6,primary_exact,,Q04894,ADH6_YEAST,S000004937,YMR318C,NADP-dependent alcohol dehydrogenase 6 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VI) (S-nitroso-CoA reductase) (ScorR) (EC 1.6.-.-) (ScADHVI),360,29752839a6b5264117949594fcb06df2c4310151548ab1a658f201d8a33d8fa6,4932.YMR318C,35498,,sce:YMR318C,GO:0005634; GO:0005737; GO:0006066; GO:0006081; GO:0008106; GO:0008270; GO:0033833; GO:0033845; GO:0033859; GO:0045551; GO:0052675,
57,ADH7,ADH7,primary_exact,,P25377,ADH7_YEAST,S000000702,YCR105W,NADP-dependent alcohol dehydrogenase 7 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VII) (ADHVII),361,780d251ed00b92cb37c93ef140dff20c134fdb1e264431f711c1e38e3db28354,4932.YCR105W,31077,,sce:YCR105W,GO:0006066; GO:0008106; GO:0008270; GO:0045551; GO:0052675,
58,ADI1,ADI1,primary_exact,,Q03677,MTND_YEAST,S000004611,YMR009W,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53),179,7dc1559bee3eb2d46ea8bf56d3f225ebf7b6bfbe2793af54d2806418ce99db37,4932.YMR009W,35178,R-SCE-1237112,sce:YMR009W,GO:0005506; GO:0005634; GO:0005737; GO:0006555; GO:0010308; GO:0010309; GO:0016151; GO:0019509,"PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 5/6. {ECO:0000255|HAMAP-Rule:MF_03154, ECO:0000269|PubMed:15938715, ECO:0000269|PubMed:18625006}."
59,ADK1,ADK1,primary_exact,,P07170,KAD2_YEAST,S000002634,YDR226W,Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase),222,1f23c381ca08eaa47156ef8ec501d0dbc0c39dd8366ec174576a3e05d576f55b,4932.YDR226W,32278,R-SCE-499943,sce:YDR226W,GO:0003688; GO:0004017; GO:0005524; GO:0005737; GO:0005739; GO:0005758; GO:0005829; GO:0006172; GO:0006270; GO:0009117; GO:0016208; GO:0036388; GO:0046033; GO:0046034,
60,ADK2,ADK2,primary_exact,,P26364,KAD3_YEAST,S000000972,YER170W,"GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)",225,93ff764d7bb58c19d9107316e85bc211f01f6f6e15fee807fc9fe6a629f70011,4932.YER170W,36923,R-SCE-499943;R-SCE-983231,sce:YER170W,GO:0004017; GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0006172; GO:0009117; GO:0009142; GO:0046033; GO:0046039; GO:0046041; GO:0046899,
61,ADO1,ADO1,primary_exact,,P47143,ADK_YEAST,S000003866,YJR105W,Adenosine kinase (EC 2.7.1.20),340,d053f6b16bee1b61e3a751106af1f87cbe59e31ca48ea642d243065f7c94d93e,4932.YJR105W,33861,R-SCE-74217;R-SCE-9755088,sce:YJR105W,GO:0004001; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006144; GO:0006166; GO:0044209; GO:0046872,PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from adenosine: step 1/1.
62,ADP1,ADP1,primary_exact,,P25371,ADP1_YEAST,S000000604,YCR011C,Probable ATP-dependent permease,1049,70f045a93926e1d2d7c09d8ddad0751bd14e2bf5fc79950a69087a8029ada5e1,4932.YCR011C,30990,,sce:YCR011C,GO:0000324; GO:0000329; GO:0005524; GO:0005737; GO:0005783; GO:0005789; GO:0016020; GO:0016887; GO:0042626; GO:0055085; GO:0140359,
63,ADR1,ADR1,primary_exact,,P07248,ADR1_YEAST,S000002624,YDR216W,Regulatory protein ADR1,1323,f74b7ae69f5fef1d93aac1e385572dd975147a445cb619570a3627253f28df78,4932.YDR216W,32269,,sce:YDR216W,GO:0000785; GO:0000978; GO:0000981; GO:0001093; GO:0001094; GO:0003676; GO:0003713; GO:0005634; GO:0005737; GO:0005829; GO:0006325; GO:0006351; GO:0006357; GO:0007031; GO:0008270; GO:0032000; GO:0043565; GO:0045944; GO:0060090; GO:0061629; GO:0071361; GO:1900064,
64,ADY2,ADY2,primary_exact,,P25613,ADY2_YEAST,S000000603,YCR010C,Accumulation of dyads protein 2 (Ammonia transport outward protein 1),283,69d73f6955722687d9f0f58b6a17431714f98267cd5c52dd3c52be9cf2c9baf8,4932.YCR010C,30989,,sce:YCR010C,GO:0005739; GO:0005774; GO:0005886; GO:0006811; GO:0006846; GO:0008519; GO:0015123; GO:0019740; GO:0051321; GO:0055085; GO:0072488,
65,ADY3,ADY3,primary_exact,,Q07732,ADY3_YEAST,S000002398,YDL239C,Accumulates dyads protein 3,790,fdbe2d5339a70ed2f80dd1f5eb175ff0f24872f879140bc75eb50e6015ed46a1,4932.YDL239C,31872,,sce:YDL239C,GO:0000001; GO:0000785; GO:0000793; GO:0000796; GO:0003682; GO:0005628; GO:0005777; GO:0005816; GO:0007076; GO:0030435; GO:0030476; GO:0032120; GO:0051301; GO:0070056,
66,AEP1,AEP1,primary_exact,,P32493,AEP1_YEAST,S000004668,YMR064W,"ATPase expression protein 1, mitochondrial (Nuclear control of ATPase messenger RNA expression protein 1)",518,4fe662937f169698edf9a1393efbd9f2ef2f129ac1d4033f39620294aaf142ef,4932.YMR064W,35239,,sce:YMR064W,GO:0005739; GO:0006417; GO:0045182,
67,AEP2,AEP2,primary_exact,,P22136,AEP2_YEAST,S000004895,YMR282C,"ATPase expression protein 2, mitochondrial",580,8deded97caa28a1cad6a1a7c4664a14ed217a8c5f7a35d7f86820ff675823ad1,4932.YMR282C,35461,,sce:YMR282C,GO:0003723; GO:0005739; GO:0006417; GO:0070124,
68,AEP3,AEP3,primary_exact,,Q12089,AEP3_YEAST,S000005926,YPL005W,ATPase expression protein 3,606,f12649ec5c9468d47353373c2c2318c7ca6f6e2d4601d3831157dba99cfeff8e,4932.YPL005W,36172,,sce:YPL005W,GO:0003729; GO:0005737; GO:0005739; GO:0005743; GO:0006397; GO:0016071; GO:0070124,
69,AFB1,AFB1,primary_exact,,Q07988,AFB1_YEAST,S000004030,YLR040C,A-factor barrier protein 1,224,6ed555d5f21820b95de2df9bac53ea24c7826a8e5d91c7fe698038b4c426a2ac,4932.YLR040C,31316,,sce:YLR040C,GO:0000749; GO:0009277; GO:0071944; GO:0098552,
70,AFG1,AFG1,primary_exact,,P32317,AFG1_YEAST,S000000778,YEL052W,Protein AFG1,509,834f14ab85bba1045f3c827988924900864d1d68f365ee883b287b79879c3a91,4932.YEL052W,36677,,sce:YEL052W,GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0006515; GO:0016887; GO:0034599; GO:0141164,
71,AFG2,AFG2,primary_exact,,P32794,AFG2_YEAST,S000004389,YLR397C,ATPase family gene 2 protein (EC 3.6.4.10) (Diazaborine resistance gene 1 protein),780,73e81ef7024ef1dbc9ed014670c19aa435d0cd111455b4e5182cc91a1724600b,4932.YLR397C,31656,,sce:YLR397C,GO:0005524; GO:0005737; GO:0009410; GO:0016887; GO:0030687; GO:0034214; GO:0042273,
72,AFG3,AFG3,primary_exact,,P39925,AFG3_YEAST,S000000819,YER017C,Mitochondrial inner membrane m-AAA protease component YTA10 (EC 3.4.24.-) (EC 3.6.-.-) (ATPase family gene 3 protein) (Tat-binding homolog 10),761,6270177042af190408c69899cc26b2c4973ff84806750ad0f72414de8bb0b00a,4932.YER017C,36750,R-SCE-9837999,sce:YER017C,GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005743; GO:0005745; GO:0006465; GO:0008237; GO:0008270; GO:0016887; GO:0030150; GO:0030163; GO:0034982; GO:0051604; GO:0065003; GO:0097002; GO:0140567,
73,AFI1,AFI1,primary_exact,,Q99222,AFI1_YEAST,S000005655,YOR129C,ARF3-interacting protein 1,893,36654082c8d5c092e46aacb5a40cbf07d9141a8d8fefd1bddc1d0dc734f85212,4932.YOR129C,34524,,sce:YOR129C,GO:0000282; GO:0005634; GO:0005737; GO:0005886; GO:0005935; GO:0005938; GO:0048471; GO:0051666,
74,AFR1,AFR1,primary_exact,,P33304,AFR1_YEAST,S000002492,YDR085C,Protein AFR1,620,6af222bf366d08024171d18993815670aaf1bd0e0b4a76b4143c17522808f55a,4932.YDR085C,32141,,sce:YDR085C,GO:0000753; GO:0001400; GO:0003779; GO:0005777; GO:0007618; GO:0030036; GO:0032185; GO:0097271,
75,AFT1,AFT1,primary_exact,,P22149,AFT1_YEAST,S000003039,YGL071W,Iron-regulated transcriptional activator AFT1 (Activator of iron transcription protein 1),690,360cb9bd67719315c4babcca1eeab51fbe8abfe7a2d4701eabfaeecca9c54deb,4932.YGL071W,33177,,sce:YGL071W,GO:0000122; GO:0000981; GO:0000987; GO:0005634; GO:0005737; GO:0006351; GO:0007059; GO:0010106; GO:0032048; GO:0034087; GO:0034758; GO:0043515; GO:0045132; GO:0045944; GO:0046872,
76,AFT2,AFT2,primary_exact,,Q08957,AFT2_YEAST,S000006123,YPL202C,Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2),416,56651354242d8c8779053f96f432b4e1dc01d84447d5b425d594697ad344fc1e,4932.YPL202C,35982,,sce:YPL202C,GO:0000978; GO:0000981; GO:0005634; GO:0005739; GO:0006351; GO:0006879; GO:0010106; GO:0032048; GO:0045944; GO:0051536; GO:2000185,
77,AGA2,AGA2,primary_exact,,P32781,AGA2_YEAST,S000003000,YGL032C,A-agglutinin-binding subunit,87,f9861dc8db0b0e944328d8b6cbd797648eaed54b792ae92acc59e00763677d6e,4932.YGL032C,33214,,sce:YGL032C,GO:0000324; GO:0000752; GO:0005783; GO:0009277; GO:0050839,
78,AGC1,AGC1,primary_exact,,Q12482,AGC1_YEAST,S000006225,YPR021C,Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1),902,42fecdfbc7c314a6afc9b0340f8a0a1f15389aefd03037345d74ef6b03a06359,4932.YPR021C,36198,R-SCE-442660;R-SCE-8963693;R-SCE-9856872,sce:YPR021C,GO:0005313; GO:0005739; GO:0005743; GO:0015183; GO:0015292; GO:0015297; GO:0015810; GO:0015813; GO:0043490; GO:1990816,
79,AGE1,AGE1,primary_exact,,Q04412,AGE1_YEAST,S000002932,YDR524C,ADP-ribosylation factor GTPase-activating protein effector protein 1 (ARF GAP effector protein 1) (Suppressor of ARF1 thermosensitive mutant protein 1),482,f4e37297e5e8bd0b57f7962413fbbd4cf583e98f135f5a59ca6060a0d8721b95,4932.YDR524C,32574,,sce:YDR524C,GO:0005096; GO:0005543; GO:0005737; GO:0005768; GO:0005802; GO:0006888; GO:0006891; GO:0008270; GO:0015031,
80,AGE2,AGE2,primary_exact,,P40529,AGE2_YEAST,S000001306,YIL044C,ADP-ribosylation factor GTPase-activating protein effector protein 2 (ARF GAP effector protein 2),298,93614dbfd9e3516ee5b3fd1d5e1edca69c95dd7923a0301ef6cc0d5327ac7ef0,4932.YIL044C,34946,,sce:YIL044C,GO:0000138; GO:0005096; GO:0005737; GO:0005829; GO:0006888; GO:0006891; GO:0008270,
81,AGP1,AGP1,primary_exact,,P25376,AGP1_YEAST,S000000530,YCL025C,General amino acid permease AGP1 (Asparagine/glutamine permease),633,d52727112fbd7a50060639938de6e6939caa9131daac497bb0483b684f809181,4932.YCL025C,30959,,sce:YCL025C,GO:0003333; GO:0005783; GO:0005886; GO:0006865; GO:0015171; GO:0015192; GO:0015193; GO:0016020; GO:0055085; GO:0098718,
82,AGP2,AGP2,primary_exact,,P38090,AGP2_YEAST,S000000336,YBR132C,General amino acid permease AGP2,596,39e97ebe9c6ac956c509d80bde0802cbb29ce99d31a4e4c040ef62aed4bf8bbf,4932.YBR132C,32833,,sce:YBR132C,GO:0000329; GO:0003333; GO:0005783; GO:0005789; GO:0005886; GO:0015171; GO:0016020; GO:1902269; GO:1902274,
83,AGX1,AGX1,primary_exact,,P43567,AGX1_YEAST,S000001864,YFL030W,Alanine--glyoxylate aminotransferase 1 (EC 2.6.1.44),385,3dc31be16e89c05d479558f8091c50d3e0aec7809c4c33af69981d1752c7a4c5,4932.YFL030W,31116,,sce:YFL030W,GO:0004760; GO:0005739; GO:0005777; GO:0005829; GO:0008453; GO:0019265,PATHWAY: Amino-acid biosynthesis; glycine biosynthesis; glycine from glyoxylate: step 1/1.
84,AHA1,AHA1,primary_exact,,Q12449,AHA1_YEAST,S000002622,YDR214W,Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1),350,d2c0aef76780c1b60612b30fb57c4c4ec436bad8d6d85a236a032baeffe89ac1,4932.YDR214W,32268,,sce:YDR214W,GO:0001671; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0006606; GO:0051087,
85,AHC1,AHC1,primary_exact,,Q12433,AHC1_YEAST,S000005549,YOR023C,Protein AHC1 (ADA HAT complex component 1),566,8c6a5a0ab8caf7d50204fff826cdfd7446d3213cded0f128f3acdbc179018c41,4932.YOR023C,34427,,sce:YOR023C,GO:0005634; GO:0005737; GO:0006338; GO:0006351; GO:0006357; GO:0140671; GO:1990414,
86,AHC2,AHC2,primary_exact,,P25649,AHC2_YEAST,S000000678,YCR082W,ADA histone acetyltransferase complex component 2 (Putative transcriptional regulator AHC2),128,74f93cf4e2c98f737bf84b58f533f97e833818af077b957bd79d56b764128d98,4932.YCR082W,31055,,sce:YCR082W,GO:0005634; GO:0005737; GO:0006357; GO:0045944; GO:0140671,
87,AHP1,AHP1,primary_exact,,P38013,AHP1_YEAST,S000004099,YLR109W,Peroxiredoxin AHP1 (Prx) (EC 1.11.1.24) (Alkyl hydroperoxide reductase) (AHPC1) (Cytoplasmic thiol peroxidase 3) (cTPx 3) (Thiol-specific antioxidant II) (TSA II) (Thioredoxin peroxidase type II) (TPx type II) (Thioredoxin-dependent peroxiredoxin AHP1),176,343c6df1bb32d62d94ca4e3d37094c41acf0b4b7d0a4edc98d89f7a41c458eb9,4932.YLR109W,31382,,sce:YLR109W,GO:0005737; GO:0005739; GO:0005777; GO:0005829; GO:0005886; GO:0008379; GO:0010038; GO:0034599; GO:0042744; GO:0045454,
88,AI1,AI1,primary_exact,,P03875,AI1M_YEAST,S000007261,,Putative COX1/OXI3 intron 1 protein,834,86f4be1c2d9b931752030b9b940449cdd9f5aa8d6d5fcd7e9330bf4c93a8deec,4932.Q0050,34785,,sce:Q0050,GO:0003964; GO:0005739; GO:0006278; GO:0006315; GO:0006397,
89,AI2,AI2,primary_exact,,P03876,AI2M_YEAST,S000007262,,Putative COX1/OXI3 intron 2 protein,854,eb1d41f42a9b3471121f479d5e4cccd7bad577384ac4a41cc3051836cf0637fd,4932.Q0055,34786,,sce:Q0055,GO:0003964; GO:0004129; GO:0005739; GO:0006314; GO:0006315; GO:0006397; GO:0009060; GO:0016020; GO:0020037,
90,AI4,AI4,primary_exact,,P03878,SCE2_YEAST,S000007264,,Intron-encoded DNA endonuclease aI4 (DNA endonuclease I-SceII) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI4 (EC 3.1.-.-) (Intron-encoded endonuclease I-SceII)],556,1a2155c524882f62480fe84bd4ba88e1437a9451d52516df335aeaf6fef968cc,4932.Q0065,34788,,sce:Q0065,GO:0004129; GO:0004519; GO:0005739; GO:0006314; GO:0006397; GO:0008380; GO:0009060; GO:0016787; GO:0020037; GO:0022904; GO:0045277,
91,AI5_ALPHA,AI5_ALPHA,primary_exact,,Q9ZZX1,SCE4_YEAST,S000007265,,Intron-encoded DNA endonuclease aI5 alpha (DNA endonuclease I-SceIV) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI5 alpha (EC 3.1.-.-) (Intron-encoded endonuclease I-SceIV)],630,648cf95b31d9412a1e720a368f0fb09e8681f9411ab95c5b3bc985802c2efe69,4932.Q0070,34789,,sce:Q0070,GO:0004129; GO:0004519; GO:0005739; GO:0006316; GO:0006397; GO:0008380; GO:0009060; GO:0016787; GO:0020037; GO:0022904; GO:0045277,
92,AIF1,AIF1,primary_exact,,P52923,AIF1_YEAST,S000005357,YNR074C,Apoptosis-inducing factor 1 (EC 1.-.-.-) (Cercosporin and photosensitizer-detoxification protein 1),378,a7f647152678970eab402be144bf1d21a33832438bd3987b72a07dc97f5f413b,4932.YNR074C,35900,,sce:YNR074C,GO:0000304; GO:0004174; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0008637; GO:0016655; GO:0031966; GO:0043065; GO:0050660; GO:0110076,
93,AIM10,AIM10,primary_exact,,P39965,SYPM_YEAST,S000000889,YER087W,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Altered inheritance rate of mitochondria protein 10) (Prolyl-tRNA synthetase) (ProRS)",576,6d4ee5bad56dac8141bda97e5e9fff00c1e54e75cc3c946adf68a013beb559d1,4932.YER087W,36831,,sce:YER087W,GO:0004827; GO:0005524; GO:0005739; GO:0006433,
94,AIM11,AIM11,primary_exact,,P87275,AIM11_YEAST,S000002960,YER093C-A,Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8),137,b75b265661b6b4becd7f33b0531513c67c7abf675ef8896f617ba9aa47cde3df,4932.YER093C-A,36839,,sce:YER093C-A,GO:0005739; GO:0005777; GO:0016020,
95,AIM14,AIM14,primary_exact,,P53109,AIM14_YEAST,S000003128,YGL160W,Probable metalloreductase AIM14 (EC 1.16.1.-) (Altered inheritance of mitochondria protein 14),570,3660ad69013d13f0d8f70fa0830482a353ddccae7e495f129efc9cca1735a650,4932.YGL160W,33093,,sce:YGL160W,GO:0000293; GO:0005783; GO:0005886; GO:0006915; GO:0016175; GO:0032956; GO:0033212; GO:0097038,
96,AIM17,AIM17,primary_exact,,P23180,AIM17_YEAST,S000001013,YHL021C,"Probable oxidoreductase AIM17 (EC 1.14.11.-) (Altered inheritance of mitochondria protein 17, mitochondrial) (Found in mitochondrial proteome protein 12)",465,cef4eef467ac33f4ed2cda7dc41de9384da7c7977dd582a7605e7ce345ce8aea,4932.YHL021C,36402,R-SCE-71262,sce:YHL021C,GO:0005739; GO:0007005; GO:0045329; GO:0046872; GO:0051213,
97,AIM18,AIM18,primary_exact,,P38884,AIM18_YEAST,S000001241,YHR198C,"Altered inheritance of mitochondria protein 18, mitochondrial (Found in mitochondrial proteome protein 22)",321,14db6df9f442f6b830798990428bbc7872714ee7b1a356bd579dfa44abdbba50,4932.YHR198C,36632,,sce:YHR198C,GO:0005739; GO:0005743; GO:0016872; GO:0020037,
98,AIM19,AIM19,primary_exact,,P40502,AIM19_YEAST,S000001349,YIL087C,"Altered inheritance of mitochondria protein 19, mitochondrial",157,8c887c8e4ab2b7e29247a795a7610235663d3b5b710eb47fc9a6218cf55a8c82,4932.YIL087C,34906,,sce:YIL087C,GO:0005739; GO:0031966,
99,AIM2,AIM2,primary_exact,,P39721,AIM2_YEAST,S000000047,YAL049C,Protein AIM2 (Altered inheritance rate of mitochondria protein 2),246,7f4ac1a137a2ca809260b121042da668720e89c019c7dfb15d82c0f09608a9da,4932.YAL049C,31778,,sce:YAL049C,GO:0005737; GO:0016787,
100,AIM20,AIM20,primary_exact,,P40451,AIM20_YEAST,S000001420,YIL158W,Altered inheritance of mitochondria protein 20,204,2fe6bb3083a57bd02aca012c0d620e63bd724b05b8f30dbf421a6e5f8b5dbf81,4932.YIL158W,34834,,sce:YIL158W,GO:0000324; GO:0005634; GO:0005737; GO:0005774,
101,AIM21,AIM21,primary_exact,,P40563,AIM21_YEAST,S000001442,YIR003W,Altered inheritance of mitochondria protein 21,679,b6def4337349ccbb6dcad890f260ffa028cb68f074be2bf93e7745f6d2c4f85e,4932.YIR003W,34994,,sce:YIR003W,GO:0015629; GO:0030479; GO:0030837; GO:0034642; GO:0043332; GO:0110131; GO:2000813,
102,AIM22,AIM22,primary_exact,,P47051,LPLA_YEAST,S000003582,YJL046W,Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22),409,b723c9a1479348e4d6e93791d76f7366828e6c794369119a12ee6e17108b3459,4932.YJL046W,33709,R-SCE-9857492,sce:YJL046W,GO:0005524; GO:0005737; GO:0005739; GO:0009249; GO:0016979; GO:0017118,PATHWAY: Protein modification; protein lipoylation via exogenous pathway; protein N(6)-(lipoyl)lysine from lipoate: step 1/2.; PATHWAY: Protein modification; protein lipoylation via exogenous pathway; protein N(6)-(lipoyl)lysine from lipoate: step 2/2.
103,AIM23,AIM23,primary_exact,,P47015,IF3M_YEAST,S000003667,YJL131C,"Translation initiation factor IF-3, mitochondrial (Altered inheritance of mitochondria protein 23, mitochondrial)",356,0a94910616f83ba64044e9b701b8c18f8eae5934e79df9442366369115aca905,4932.YJL131C,33625,,sce:YJL131C,GO:0003743; GO:0005739; GO:0070124; GO:0097177,
104,AIM24,AIM24,primary_exact,,P47127,AIM24_YEAST,S000003841,YJR080C,"Altered inheritance of mitochondria protein 24, mitochondrial (Found in mitochondrial proteome protein 26)",394,b0ab2c0dad99f402424d7162248ea217901f34e762d5c4a6a3a88a7bad5435d4,4932.YJR080C,33836,,sce:YJR080C,GO:0005739; GO:0005743; GO:0007007,
105,AIM25,AIM25,primary_exact,,P47140,AIM25_YEAST,S000003861,YJR100C,Altered inheritance rate of mitochondria protein 25,327,7069f45c72ffd292027aa34cdc8676dc3a7303cd7d9300fae926a24cf8171e6b,4932.YJR100C,33855,,sce:YJR100C,GO:0005739; GO:0005886; GO:0017121; GO:0017128; GO:0034599; GO:0034605; GO:1903147,
106,AIM29,AIM29,primary_exact,,P36154,AIM29_YEAST,S000001782,YKR074W,Altered inheritance rate of mitochondria protein 29,155,8fabe70ba15111e6e1b75fa17b87a14c4a13dd14a25de385756920e63824bb64,4932.YKR074W,34205,,sce:YKR074W,GO:0005737,
107,AIM3,AIM3,primary_exact,,P38266,AIM3_YEAST,S000000312,YBR108W,Altered inheritance of mitochondria protein 3,947,6106b3aa0883ec468d10368b9d55aafea3f8a5a906ea2d667f1fa0a2c5cbb884,4932.YBR108W,32812,,sce:YBR108W,GO:0000147; GO:0030479; GO:0045121; GO:0051016,
108,AIM32,AIM32,primary_exact,,Q04689,AIM32_YEAST,S000004514,YML050W,Altered inheritance of mitochondria protein 32,311,c0fa2148ffcd9973c54540801d835169d434ec0e412d6bf9008ca821d287b676,4932.YML050W,35118,,sce:YML050W,GO:0005758; GO:0005759; GO:0045454; GO:0065003,
109,AIM33,AIM33,primary_exact,,Q04516,AIM33_YEAST,S000004552,YML087C,Uncharacterized oxidoreductase AIM33 (EC 1.-.-.-) (Altered inheritance of mitochondria protein 33),312,bd1319570fc8c871cda07062345737e5cdd214f1c923732c462a7bcdeaf09f65,4932.YML087C,35054,,sce:YML087C,GO:0004128; GO:0005886; GO:0006696,
110,AIM34,AIM34,primary_exact,,Q03673,AIM34_YEAST,S000004605,YMR003W,"Altered inheritance of mitochondria protein 34, mitochondrial",198,57e207fa3916cbec6b6925a2b31aa654dd169afacb4e00cbae1be4e44bd97f52,4932.YMR003W,35173,,sce:YMR003W,GO:0005739; GO:0031966,
111,AIM36,AIM36,primary_exact,,Q03798,AIM36_YEAST,S000004766,YMR157C,"Altered inheritance of mitochondria protein 36, mitochondrial (Found in mitochondrial proteome protein 39)",255,a7b00ab8efb21ce90449ddfe7f0c3197ae9a6663a20335a713aa66000edf35f5,4932.YMR157C,35332,,sce:YMR157C,GO:0005739; GO:0031966,
112,AIM39,AIM39,primary_exact,,Q08223,AIM39_YEAST,S000005414,YOL053W,"Altered inheritance of mitochondria protein 39, mitochondrial",395,6c0f372b2adac1a4f724865d3f0905640c74e36701c57c24542cb4399c2a5857,4932.YOL053W,34350,,sce:YOL053W,GO:0005739; GO:0005777; GO:0005829; GO:0031966,
113,AIM4,AIM4,primary_exact,,P38305,AIM4_YEAST,S000000398,YBR194W,Altered inheritance of mitochondria protein 4 (Synthetic with old yellow enzyme protein 1),123,9053338bc7b8e36a780856c3ccb9e5fc195412176ea88b6a78de6f06bf255cd0,4932.YBR194W,32891,,sce:YBR194W,GO:0005737,
114,AIM41,AIM41,primary_exact,,Q12032,AIM41_YEAST,S000005741,YOR215C,"Altered inheritance of mitochondria protein 41, mitochondrial",185,cf069b2bf536cb607126d6c288223f7bf437a3479be02765ee4ffa435d26e51e,4932.YOR215C,34610,,sce:YOR215C,GO:0005739; GO:0016884,
115,AIM44,AIM44,primary_exact,,Q99299,AIM44_YEAST,S000006079,YPL158C,Altered inheritance of mitochondria protein 44,758,afb437e10f2ebfc5c51200f26df7f0305da806284574d7224176515c1ff33b38,4932.YPL158C,36025,,sce:YPL158C,GO:0005637; GO:0005886; GO:0005934; GO:0005935; GO:0032153; GO:0032174; GO:0032177; GO:0045185; GO:0098841; GO:1901900; GO:1903473; GO:1990344,
